i,val_rmse,val_r2,train_rmse,gap,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
2458,0.12595212210999288,0.7188962297315502,0.071780612437337,0.05417150967265588,1.0,0.1,128,,200,15,10
2144,0.12596792797541567,0.7188256732840332,0.0860251693525363,0.03994275862287937,1.0,0.03,255,,400,15,20
2467,0.12606089494032285,0.7184104950701806,0.063361834160332,0.06269906077999085,1.0,0.1,128,,400,15,10
2476,0.12606089494032285,0.7184104950701806,0.063361834160332,0.06269906077999085,1.0,0.1,128,,800,15,10
291,0.12629957319265744,0.7173431868216051,0.08614429373318344,0.040155279459474,0.0,0.03,128,7.0,800,15,50
282,0.12637097637259212,0.7170234976908622,0.0884048712443772,0.037966105128214925,0.0,0.03,128,7.0,400,15,50
1180,0.1265666698193919,0.716146405089212,0.09009843911949157,0.036468230699900336,0.1,0.03,128,,800,15,10
1171,0.1265666698193919,0.716146405089212,0.09009843911949157,0.036468230699900336,0.1,0.03,128,,400,15,10
1292,0.12661653622872568,0.7159226882447298,0.05491563894878357,0.07170089727994211,0.1,0.03,255,,800,31,20
525,0.1267632943397792,0.715263772557856,0.09335717601406618,0.033406118325713025,0.0,0.05,128,,400,15,50
516,0.1267632943397792,0.715263772557856,0.09335717601406618,0.033406118325713025,0.0,0.05,128,,200,15,50
534,0.1267632943397792,0.715263772557856,0.09335717601406618,0.033406118325713025,0.0,0.05,128,,800,15,50
1261,0.12702727797609714,0.7140766154849894,0.08492186580581743,0.042105412170279716,0.1,0.03,255,7.0,800,15,10
289,0.12733287078078534,0.712699254151278,0.08826763580141589,0.03906523497936945,0.0,0.03,128,7.0,800,15,10
280,0.12733287078078534,0.712699254151278,0.08826763580141589,0.03906523497936945,0.0,0.03,128,7.0,400,15,10
1289,0.12741291157906082,0.7123379490394459,0.08479836791265205,0.042614543666408766,0.1,0.03,255,,800,15,20
641,0.1278881710803632,0.7101879455894607,0.08207083691887844,0.04581733416148477,0.0,0.05,255,,800,15,20
632,0.1278881710803632,0.7101879455894607,0.08207083691887844,0.04581733416148477,0.0,0.05,255,,400,15,20
1174,0.12791348248840623,0.7100732160249847,0.061390006294486384,0.06652347619391985,0.1,0.03,128,,400,31,10
595,0.1280070590142057,0.7096488625572579,0.0916247629392548,0.0363822960749509,0.0,0.05,255,7.0,200,15,10
622,0.12802521712993115,0.7095664826707944,0.0909376239770805,0.03708759315285065,0.0,0.05,255,,200,15,10
604,0.12807695212891915,0.7093317068355253,0.09089050965950383,0.03718644246941531,0.0,0.05,255,7.0,400,15,10
613,0.12807695212891915,0.7093317068355253,0.09089050965950383,0.03718644246941531,0.0,0.05,255,7.0,800,15,10
2143,0.12809870784770863,0.7092329500392767,0.08777878217762428,0.040319925670084356,1.0,0.03,255,,400,15,10
2152,0.12810406085791715,0.7092086482873842,0.08763447561150514,0.040469585246412004,1.0,0.03,255,,800,15,10
1146,0.12841195504702937,0.7078091522572125,0.0925331371804559,0.03587881786657347,0.1,0.03,128,7.0,400,15,50
1155,0.12841195504702937,0.7078091522572125,0.0925331371804559,0.03587881786657347,0.1,0.03,128,7.0,800,15,50
1252,0.12847869166281814,0.7075053659713311,0.08858890475228853,0.03988978691052961,0.1,0.03,255,7.0,400,15,10
1504,0.12850860113421472,0.7073691662938053,0.07957003591901651,0.04893856521519821,0.1,0.05,255,,800,15,10
1495,0.12850860113421472,0.7073691662938053,0.07957003591901651,0.04893856521519821,0.1,0.05,255,,400,15,10
1175,0.12853685414655774,0.7072404805665681,0.060453978074383186,0.06808287607217456,0.1,0.03,128,,400,31,20
1363,0.1286814880718429,0.7065812644749473,0.06162315847941407,0.06705832959242883,0.1,0.05,128,7.0,400,31,10
1372,0.1286814880718429,0.7065812644749473,0.06162315847941407,0.06705832959242883,0.1,0.05,128,7.0,800,31,10
388,0.1287783879528089,0.7061391970725437,0.0906260243908227,0.038152363561986216,0.0,0.03,255,7.0,400,15,10
397,0.1287783879528089,0.7061391970725437,0.0906260243908227,0.038152363561986216,0.0,0.03,255,7.0,800,15,10
317,0.1288164485618574,0.7059654695688509,0.08168857492803164,0.047127873633825756,0.0,0.03,128,,800,15,20
624,0.12894833114284357,0.7053630948919252,0.09436074666860557,0.034587584474238,0.0,0.05,255,,200,15,50
2255,0.12919626097901102,0.7042290049019506,0.057357516657882905,0.0718387443211281,1.0,0.05,128,,400,31,20
2264,0.12919626097901102,0.7042290049019506,0.057357516657882905,0.0718387443211281,1.0,0.05,128,,800,31,20
1283,0.1292432395435571,0.7040138682885256,0.06064777033319126,0.06859546921036583,0.1,0.03,255,,400,31,20
2343,0.12928606371366216,0.7038176884270495,0.09095388905897751,0.03833217465468465,1.0,0.05,255,7.0,800,15,50
2334,0.12928606371366216,0.7038176884270495,0.09095388905897751,0.03833217465468465,1.0,0.05,255,7.0,400,15,50
1280,0.1293778889835421,0.7033968127620656,0.08877988102713696,0.04059800795640514,0.1,0.03,255,,400,15,20
2370,0.12937850455296854,0.7033939903278825,0.08885144956538772,0.040527054987580816,1.0,0.05,255,,800,15,50
2361,0.12937850455296854,0.7033939903278825,0.08885144956538772,0.040527054987580816,1.0,0.05,255,,400,15,50
1382,0.12943831037109765,0.7031197119221263,0.0658920637970166,0.06354624657408105,0.1,0.05,128,,200,31,20
1500,0.12953130057931247,0.7026929931813131,0.058548228093822756,0.07098307248548971,0.1,0.05,255,,400,31,50
1509,0.12953130057931247,0.7026929931813131,0.058548228093822756,0.07098307248548971,0.1,0.05,255,,800,31,50
831,0.1295744224844561,0.7024950089335136,0.0826308895864613,0.046943532897994814,0.0,0.1,255,7.0,800,15,50
822,0.1295744224844561,0.7024950089335136,0.0826308895864613,0.046943532897994814,0.0,0.1,255,7.0,400,15,50
813,0.1295744224844561,0.7024950089335136,0.0826308895864613,0.046943532897994814,0.0,0.1,255,7.0,200,15,50
1460,0.12966242492785016,0.7020907616090407,0.09345195527420536,0.0362104696536448,0.1,0.05,255,7.0,200,15,20
427,0.12969984151847408,0.7019188019017222,0.05480973508636648,0.0748901064321076,0.0,0.03,255,,800,31,10
2019,0.12971429557168598,0.7018523604701529,0.09451252743665488,0.035201768135031106,1.0,0.03,128,7.0,800,15,50
2010,0.12971429557168598,0.7018523604701529,0.09451252743665488,0.035201768135031106,1.0,0.03,128,7.0,400,15,50
1597,0.1297308381603233,0.7017763095116665,0.05136567440508594,0.07836516375523736,0.1,0.1,128,,200,31,10
1606,0.12979440031975872,0.7014840060662704,0.05020369063079122,0.0795907096889675,0.1,0.1,128,,400,31,10
1615,0.12979440031975872,0.7014840060662704,0.05020369063079122,0.0795907096889675,0.1,0.1,128,,800,31,10
496,0.12982985780830195,0.7013208854204889,0.09613374350946592,0.033696114298836025,0.0,0.05,128,7.0,400,15,10
505,0.12982985780830195,0.7013208854204889,0.09613374350946592,0.033696114298836025,0.0,0.05,128,7.0,800,15,10
487,0.12982985780830195,0.7013208854204889,0.09613374350946592,0.033696114298836025,0.0,0.05,128,7.0,200,15,10
614,0.12987603380821858,0.7011083879312727,0.08751401851345181,0.04236201529476677,0.0,0.05,255,7.0,800,15,20
605,0.12987603380821858,0.7011083879312727,0.08751401851345181,0.04236201529476677,0.0,0.05,255,7.0,400,15,20
292,0.13002266627555273,0.700433098516758,0.06100629326510363,0.0690163730104491,0.0,0.03,128,7.0,800,31,10
1333,0.1300412563303144,0.7003474309423935,0.09034865466592407,0.03969260166439034,0.1,0.05,128,5.0,400,15,10
1342,0.1300412563303144,0.7003474309423935,0.09034865466592407,0.03969260166439034,0.1,0.05,128,5.0,800,15,10
1488,0.13004376916693375,0.7003358502295505,0.09401993297787595,0.0360238361890578,0.1,0.05,255,,200,15,50
1580,0.1300794609601778,0.7001713361018159,0.06331813584222358,0.06676132511795423,0.1,0.1,128,7.0,400,31,20
1589,0.1300794609601778,0.7001713361018159,0.06331813584222358,0.06676132511795423,0.1,0.1,128,7.0,800,31,20
1571,0.1300794609601778,0.7001713361018159,0.06331813584222358,0.06676132511795423,0.1,0.1,128,7.0,200,31,20
2049,0.13009805967623245,0.7000855911763435,0.06170735937422749,0.06839070030200495,1.0,0.03,128,,800,31,50
1279,0.13021718395212575,0.6995361065241998,0.08875231289955503,0.041464871052570726,0.1,0.03,255,,400,15,10
1288,0.13021718395212575,0.6995361065241998,0.08875231289955503,0.041464871052570726,0.1,0.03,255,,800,15,10
283,0.130258532644004,0.6993452598006389,0.06375439135827979,0.06650414128572421,0.0,0.03,128,7.0,400,31,10
2359,0.13031031982459076,0.6991061483025869,0.08408311806174387,0.04622720176284689,1.0,0.05,255,,400,15,10
2368,0.13031031982459076,0.6991061483025869,0.08408311806174387,0.04622720176284689,1.0,0.05,255,,800,15,10
842,0.13052680677819162,0.6981055567576223,0.05393729486918709,0.07658951190900454,0.0,0.1,255,,200,31,20
860,0.13052680677819162,0.6981055567576223,0.05393729486918709,0.07658951190900454,0.0,0.1,255,,800,31,20
851,0.13052680677819162,0.6981055567576223,0.05393729486918709,0.07658951190900454,0.0,0.1,255,,400,31,20
2244,0.13070666797884253,0.6972729843617331,0.09599407182673493,0.0347125961521076,1.0,0.05,128,,200,15,50
2215,0.13077064901687457,0.6969765415019973,0.0955890445698849,0.03518160444698967,1.0,0.05,128,7.0,200,15,10
2018,0.13081739227902056,0.6967598745887316,0.09370136038766991,0.037116031891350654,1.0,0.03,128,7.0,800,15,20
2009,0.13081739227902056,0.6967598745887316,0.09370136038766991,0.037116031891350654,1.0,0.03,128,7.0,400,15,20
937,0.13087390418277256,0.6964978241392413,0.10021459675313368,0.030659307429638877,0.1,0.01,128,7.0,800,15,10
2040,0.1309072592064317,0.6963431009749258,0.06561542805370749,0.06529183115272422,1.0,0.03,128,,400,31,50
1291,0.13095708474256787,0.6961119029920178,0.057690801911206055,0.07326628283136181,0.1,0.03,255,,800,31,10
2125,0.1310991418424788,0.6954522536708488,0.09111716845883917,0.03998197338363964,1.0,0.03,255,7.0,800,15,10
2116,0.1310991418424788,0.6954522536708488,0.09111716845883917,0.03998197338363964,1.0,0.03,255,7.0,400,15,10
1470,0.13122255191849863,0.6948786122273578,0.08819790273302773,0.0430246491854709,0.1,0.05,255,7.0,400,15,50
1479,0.13122255191849863,0.6948786122273578,0.08819790273302773,0.0430246491854709,0.1,0.05,255,7.0,800,15,50
2147,0.1312293104346194,0.6948471813354404,0.06397779350418219,0.06725151693043722,1.0,0.03,255,,400,31,20
2156,0.1312293104346194,0.6948471813354404,0.06397779350418219,0.06725151693043722,1.0,0.03,255,,800,31,20
1694,0.13128904354300291,0.6945693184892643,0.08640149612345158,0.04488754741955134,0.1,0.1,255,7.0,800,15,20
1685,0.13128904354300291,0.6945693184892643,0.08640149612345158,0.04488754741955134,0.1,0.1,255,7.0,400,15,20
1676,0.13128904354300291,0.6945693184892643,0.08640149612345158,0.04488754741955134,0.1,0.1,255,7.0,200,15,20
2351,0.13160246574008563,0.6931092877389481,0.09609636548814596,0.035506100251939676,1.0,0.05,255,,200,15,20
1281,0.13162648773353441,0.6929972412135006,0.09669775266398264,0.03492873506955177,0.1,0.03,255,,400,15,50
1290,0.13162648773353441,0.6929972412135006,0.09669775266398264,0.03492873506955177,0.1,0.03,255,,800,15,50
2341,0.1317583716005336,0.6923817268797745,0.08332809726642129,0.048430274334112317,1.0,0.05,255,7.0,800,15,10
2332,0.1317583716005336,0.6923817268797745,0.08332809726642129,0.048430274334112317,1.0,0.05,255,7.0,400,15,10
1508,0.13176554550106404,0.6923482279385872,0.054623686657969496,0.07714185884309455,0.1,0.05,255,,800,31,20
1499,0.13176554550106404,0.6923482279385872,0.054623686657969496,0.07714185884309455,0.1,0.05,255,,400,31,20
1579,0.13198767940535755,0.6913100583071649,0.0638238809897727,0.06816379841558486,0.1,0.1,128,7.0,400,31,10
1588,0.13198767940535755,0.6913100583071649,0.0638238809897727,0.06816379841558486,0.1,0.1,128,7.0,800,31,10
1570,0.13198767940535755,0.6913100583071649,0.0638238809897727,0.06816379841558486,0.1,0.1,128,7.0,200,31,10
308,0.13204684789683827,0.6910332322853052,0.09149283565891209,0.04055401223792618,0.0,0.03,128,,400,15,20
1293,0.13216691327498611,0.6904711124390921,0.07274550084627164,0.059421412428714473,0.1,0.03,255,,800,31,50
1284,0.13216691327498611,0.6904711124390921,0.07274550084627164,0.059421412428714473,0.1,0.03,255,,400,31,50
1938,0.13254878744610007,0.6886798646060677,0.10198488588904484,0.03056390155705524,1.0,0.01,255,,800,15,50
2325,0.1326039691261182,0.6884205978956832,0.09684596558719791,0.03575800353892028,1.0,0.05,255,7.0,200,15,50
681,0.13271957717224217,0.6878770728677508,0.09029522599985991,0.04242435117238226,0.0,0.1,128,5.0,200,31,50
684,0.13271957717224217,0.6878770728677508,0.09029522599985991,0.04242435117238226,0.0,0.1,128,5.0,200,63,50
690,0.13271957717224217,0.6878770728677508,0.09029522599985991,0.04242435117238226,0.0,0.1,128,5.0,400,31,50
693,0.13271957717224217,0.6878770728677508,0.09029522599985991,0.04242435117238226,0.0,0.1,128,5.0,400,63,50
702,0.13271957717224217,0.6878770728677508,0.09029522599985991,0.04242435117238226,0.0,0.1,128,5.0,800,63,50
699,0.13271957717224217,0.6878770728677508,0.09029522599985991,0.04242435117238226,0.0,0.1,128,5.0,800,31,50
1706,0.13287357716594028,0.6871523144431824,0.05124372170065726,0.08162985546528302,0.1,0.1,255,,200,31,20
1830,0.1328974883403478,0.6870397077261652,0.10303395029385419,0.029863538046493623,1.0,0.01,128,,800,15,50
1156,0.13292519633520003,0.686909195009292,0.06509773934021428,0.06782745699498575,0.1,0.03,128,7.0,800,31,10
1147,0.13292519633520003,0.686909195009292,0.06509773934021428,0.06782745699498575,0.1,0.03,128,7.0,400,31,10
293,0.13298485056516934,0.6866281138843232,0.0638551478778598,0.06912970268730954,0.0,0.03,128,7.0,800,31,20
1282,0.13302436029733117,0.6864418809643352,0.06180849296196237,0.0712158673353688,0.1,0.03,255,,400,31,10
74,0.1330354045153388,0.6863898130878467,0.10266685159110552,0.03036855292423328,0.0,0.01,128,7.0,800,15,20
1715,0.13305227956728727,0.6863102474434636,0.04958177004450617,0.0834705095227811,0.1,0.1,255,,400,31,20
1724,0.13305227956728727,0.6863102474434636,0.04958177004450617,0.0834705095227811,0.1,0.1,255,,800,31,20
320,0.13306635841876102,0.6862438581247923,0.06600841957442563,0.06705793884433539,0.0,0.03,128,,800,31,20
311,0.13306635841876102,0.6862438581247923,0.06600841957442563,0.06705793884433539,0.0,0.03,128,,400,31,20
284,0.13307497410628724,0.686203227082909,0.06585044903253373,0.06722452507375351,0.0,0.03,128,7.0,400,31,20
2584,0.13318218110940028,0.6856974255564376,0.07644552385890112,0.05673665725049916,1.0,0.1,255,,800,15,10
2575,0.13318218110940028,0.6856974255564376,0.07644552385890112,0.05673665725049916,1.0,0.1,255,,400,15,10
2566,0.13318218110940028,0.6856974255564376,0.07644552385890112,0.05673665725049916,1.0,0.1,255,,200,15,10
1354,0.1332337259907382,0.6854540923446276,0.07208084277200857,0.06115288321872964,0.1,0.05,128,7.0,200,31,10
1480,0.13325591777599938,0.685349300310663,0.054880324300065085,0.07837559347593429,0.1,0.05,255,7.0,800,31,10
1471,0.13325591777599938,0.685349300310663,0.054880324300065085,0.07837559347593429,0.1,0.05,255,7.0,400,31,10
2020,0.13338947684467461,0.6847182511964582,0.05819805365491123,0.07519142318976338,1.0,0.03,128,7.0,800,31,10
102,0.13339827714913674,0.6846766487106839,0.10302374617962025,0.03037453096951649,0.0,0.01,128,,800,15,50
103,0.13341903905694685,0.684578488165433,0.07468887964152612,0.05873015941542073,0.0,0.01,128,,800,31,10
1940,0.13342967253905208,0.6845282080452453,0.07577635155124965,0.05765332098780243,1.0,0.01,255,,800,31,20
643,0.13351322707498403,0.6841329833280585,0.04697331679377963,0.08653991028120439,0.0,0.05,255,,800,31,10
2236,0.13372524506829164,0.6831289979399824,0.061729540133758455,0.0719957049345332,1.0,0.05,128,7.0,800,31,10
2227,0.13372524506829164,0.6831289979399824,0.061729540133758455,0.0719957049345332,1.0,0.05,128,7.0,400,31,10
596,0.13376566847203455,0.6829373970131425,0.09685019898072733,0.03691546949130722,0.0,0.05,255,7.0,200,15,20
2048,0.13384267717036147,0.682572226982338,0.06283287404279468,0.07100980312756679,1.0,0.03,128,,800,31,20
2039,0.13391025116385474,0.682251622561006,0.06378227728900958,0.07012797387484516,1.0,0.03,128,,400,31,20
418,0.1339523878145132,0.6820516235504487,0.06322688751409329,0.07072550030041992,0.0,0.03,255,,400,31,10
532,0.13396343818930764,0.6819991632143099,0.09282457101781402,0.04113886717149362,0.0,0.05,128,,800,15,10
523,0.13396343818930764,0.6819991632143099,0.09282457101781402,0.04113886717149362,0.0,0.05,128,,400,15,10
1388,0.134067632749523,0.6815042991930709,0.09939310683031444,0.034674525919208554,0.1,0.05,128,,400,15,20
1379,0.134067632749523,0.6815042991930709,0.09939310683031444,0.034674525919208554,0.1,0.05,128,,200,15,20
1397,0.134067632749523,0.6815042991930709,0.09939310683031444,0.034674525919208554,0.1,0.05,128,,800,15,20
2352,0.1341079773482,0.6813125823057034,0.0984035311618107,0.03570444618638931,1.0,0.05,255,,200,15,50
939,0.13417062858033008,0.6810147503113098,0.10438186528707082,0.02978876329325926,0.1,0.01,128,7.0,800,15,50
1991,0.1341901666943164,0.6809218413935005,0.09561274731070578,0.03857741938361063,1.0,0.03,128,5.0,800,15,20
1982,0.13424973469142099,0.6806384962582266,0.09707963270830255,0.03717010198311843,1.0,0.03,128,5.0,400,15,20
1714,0.13426806025436985,0.6805513023610354,0.05568172227723011,0.07858633797713974,0.1,0.1,255,,400,31,10
1723,0.13426806025436985,0.6805513023610354,0.05568172227723011,0.07858633797713974,0.1,0.1,255,,800,31,10
1705,0.13426806025436985,0.6805513023610354,0.05568172227723011,0.07858633797713974,0.1,0.1,255,,200,31,10
401,0.13435386127578958,0.6801428987234044,0.06744234662235435,0.06691151465343523,0.0,0.03,255,7.0,800,31,20
392,0.1343966495516384,0.679939133634797,0.0681862925123524,0.066210357039286,0.0,0.03,255,7.0,400,31,20
2008,0.13458480259126834,0.6790423467154334,0.09407321087353109,0.04051159171773726,1.0,0.03,128,7.0,400,15,10
1461,0.13465576728076645,0.6787037844903326,0.09841402256513254,0.036241744715633906,0.1,0.05,255,7.0,200,15,50
2017,0.13467491318412456,0.6786124115957473,0.09149264480045532,0.04318226838366923,1.0,0.03,128,7.0,800,15,10
1076,0.1346912472905154,0.6785344475965682,0.07635473722020186,0.05833651007031354,0.1,0.01,255,,800,31,20
73,0.13472108855553694,0.6783919884299887,0.10350792972873547,0.031213158826801465,0.0,0.01,128,7.0,800,15,10
634,0.1347589203083694,0.6782113381209285,0.051893274339382914,0.08286564596898648,0.0,0.05,255,,400,31,10
1981,0.13490632845218475,0.6775069660081663,0.09723258059098461,0.037673747861200146,1.0,0.03,128,5.0,400,15,10
1990,0.13490632845218475,0.6775069660081663,0.09723258059098461,0.037673747861200146,1.0,0.03,128,5.0,800,15,10
644,0.13492204764432889,0.6774318082989315,0.06433772747026,0.07058432017406889,0.0,0.05,255,,800,31,20
635,0.13492204764432889,0.6774318082989315,0.06433772747026,0.07058432017406889,0.0,0.05,255,,400,31,20
1801,0.13498921098410122,0.6771105835661817,0.1043644199868366,0.030624790997264617,1.0,0.01,128,7.0,800,15,10
1486,0.13499787043890538,0.6770691560184527,0.09638474431007403,0.038613126128831346,0.1,0.05,255,,200,15,10
2246,0.1351076936838254,0.6765435219636782,0.06822894700759712,0.06687874667622827,1.0,0.05,128,,200,31,20
100,0.13519622053062177,0.6761195052043261,0.10376440984675217,0.031431810683869604,0.0,0.01,128,,800,15,10
514,0.13531148701947124,0.6755669974209116,0.09805678617089196,0.03725470084857928,0.0,0.05,128,,200,15,10
2021,0.13533325497048812,0.6754626040700495,0.06426750527546309,0.07106574969502504,1.0,0.03,128,7.0,800,31,20
2345,0.13541581152773877,0.6750665319855165,0.07407832808989227,0.06133748343784649,1.0,0.05,255,7.0,800,31,20
2336,0.13541581152773877,0.6750665319855165,0.07407832808989227,0.06133748343784649,1.0,0.05,255,7.0,400,31,20
2327,0.13541581152773877,0.6750665319855165,0.07407832808989227,0.06133748343784649,1.0,0.05,255,7.0,200,31,20
1176,0.13544540412191636,0.6749245001976085,0.0686285694099316,0.06681683471198475,0.1,0.03,128,,400,31,50
1185,0.13544540412191636,0.6749245001976085,0.0686285694099316,0.06681683471198475,0.1,0.03,128,,800,31,50
965,0.13548672726327016,0.6747261148765317,0.10431506871226401,0.03117165855100615,0.1,0.01,128,,800,15,20
460,0.13559560321379352,0.6742031303225213,0.1029363838748882,0.032659219338905324,0.0,0.05,128,5.0,200,15,10
478,0.13559560321379352,0.6742031303225213,0.1029363838748882,0.032659219338905324,0.0,0.05,128,5.0,800,15,10
469,0.13559560321379352,0.6742031303225213,0.1029363838748882,0.032659219338905324,0.0,0.05,128,5.0,400,15,10
1828,0.1356611422920117,0.6738881114534236,0.1046649574613994,0.03099618483061231,1.0,0.01,128,,800,15,10
615,0.13567167035795719,0.6738374932641181,0.0942525520986385,0.04141911825931868,0.0,0.05,255,7.0,800,15,50
606,0.13567167035795719,0.6738374932641181,0.0942525520986385,0.04141911825931868,0.0,0.05,255,7.0,400,15,50
2471,0.13568526620110963,0.6737721196092727,0.06945399333447518,0.06623127286663445,1.0,0.1,128,,400,31,20
2480,0.13568526620110963,0.6737721196092727,0.06945399333447518,0.06623127286663445,1.0,0.1,128,,800,31,20
2462,0.13568526620110963,0.6737721196092727,0.06945399333447518,0.06623127286663445,1.0,0.1,128,,200,31,20
307,0.13577969555042674,0.6733178889210898,0.09823558970854408,0.037544105841882655,0.0,0.03,128,,400,15,10
316,0.13577969555042674,0.6733178889210898,0.09823558970854408,0.037544105841882655,0.0,0.03,128,,800,15,10
1443,0.1358298304069516,0.6730765982861184,0.09352316663478942,0.042306663772162176,0.1,0.05,255,5.0,400,15,50
1452,0.1358298304069516,0.6730765982861184,0.09352316663478942,0.042306663772162176,0.1,0.05,255,5.0,800,15,50
101,0.1358833941477857,0.6728187065838344,0.10515381851880642,0.030729575628979267,0.0,0.01,128,,800,15,20
2445,0.13588582925226772,0.6728069799445661,0.07087029210381922,0.0650155371484485,1.0,0.1,128,7.0,400,31,50
2454,0.13588582925226772,0.6728069799445661,0.07087029210381922,0.0650155371484485,1.0,0.1,128,7.0,800,31,50
2436,0.13588582925226772,0.6728069799445661,0.07087029210381922,0.0650155371484485,1.0,0.1,128,7.0,200,31,50
2218,0.1359247382892579,0.6726195786823439,0.07311828858187056,0.06280644970738736,1.0,0.05,128,7.0,200,31,10
209,0.13600417599793915,0.6722368087725468,0.10413113141146611,0.03187304458647304,0.0,0.01,255,,800,15,20
1047,0.13601069822137346,0.6722053715610061,0.1050329561540318,0.030977742067341663,0.1,0.01,255,7.0,800,15,50
1911,0.13609063284159315,0.6718199630735153,0.10500339295811784,0.03108723988347531,1.0,0.01,255,7.0,800,15,50
1702,0.13610893311577388,0.6717316955956796,0.07916645577793191,0.05694247733784197,0.1,0.1,255,,200,15,10
1477,0.13629768863693853,0.6708205809737744,0.09317229097791056,0.04312539765902797,0.1,0.05,255,7.0,800,15,10
1468,0.13629768863693853,0.6708205809737744,0.09317229097791056,0.04312539765902797,0.1,0.05,255,7.0,400,15,10
964,0.13630865289182917,0.6707676181941475,0.10478580145759991,0.031522851434229254,0.1,0.01,128,,800,15,10
1491,0.136399727811643,0.6703275165667697,0.07358055497644711,0.06281917283519589,0.1,0.05,255,,200,31,50
2012,0.13641827797928527,0.6702378404980398,0.06717346456830371,0.06924481341098156,1.0,0.03,128,7.0,400,31,20
1444,0.13643709346581503,0.6701468693547428,0.0709804194852671,0.06545667398054794,0.1,0.05,255,5.0,400,31,10
1453,0.13643709346581503,0.6701468693547428,0.0709804194852671,0.06545667398054794,0.1,0.05,255,5.0,800,31,10
1720,0.1364508010783083,0.670080586411981,0.07630253487604317,0.06014826620226511,0.1,0.1,255,,800,15,10
1711,0.1364508010783083,0.670080586411981,0.07630253487604317,0.06014826620226511,0.1,0.1,255,,400,15,10
966,0.1365476234961911,0.6696122135141196,0.10593359034725734,0.030614033148933753,0.1,0.01,128,,800,15,50
2261,0.136623069220155,0.669247018847329,0.08785013322121003,0.04877293599894496,1.0,0.05,128,,800,15,20
2252,0.136623069220155,0.669247018847329,0.08785013322121003,0.04877293599894496,1.0,0.05,128,,400,15,20
210,0.1366332151793324,0.6691978919924153,0.1054730714651134,0.03116014371421902,0.0,0.01,255,,800,15,50
2362,0.13663884863561024,0.6691706131550202,0.06828757878709303,0.06835126984851721,1.0,0.05,255,,400,31,10
2371,0.13663884863561024,0.6691706131550202,0.06828757878709303,0.06835126984851721,1.0,0.05,255,,800,31,10
2350,0.13664041128734675,0.6691630461405564,0.09818791147391515,0.0384524998134316,1.0,0.05,255,,200,15,10
2353,0.1367063213425309,0.6688438032351619,0.07053142081745749,0.06617490052507342,1.0,0.05,255,,200,31,10
2342,0.13671200265737365,0.6688162779284805,0.09825895714114884,0.03845304551622482,1.0,0.05,255,7.0,800,15,20
2333,0.13671200265737365,0.6688162779284805,0.09825895714114884,0.03845304551622482,1.0,0.05,255,7.0,400,15,20
1507,0.13671463711580126,0.6688035138969803,0.05924482628844285,0.0774698108273584,0.1,0.05,255,,800,31,10
1498,0.13671463711580126,0.6688035138969803,0.05924482628844285,0.0774698108273584,0.1,0.05,255,,400,31,10
1802,0.13675758965770515,0.6685953728238088,0.10636582748604906,0.030391762171656095,1.0,0.01,128,7.0,800,15,20
515,0.13675769853775552,0.6685948451256102,0.09992556143821169,0.03683213709954383,0.0,0.05,128,,200,15,20
2324,0.1367601839180926,0.6685827993636699,0.09947627307671597,0.03728391084137664,1.0,0.05,255,7.0,200,15,20
1182,0.13676055602772771,0.6685809958606643,0.0987794313700065,0.037981124657721216,0.1,0.03,128,,800,15,50
1173,0.13676055602772771,0.6685809958606643,0.0987794313700065,0.037981124657721216,0.1,0.03,128,,400,15,50
2470,0.13679399606422651,0.6684189020690524,0.05450749510575589,0.08228650095847062,1.0,0.1,128,,400,31,10
2479,0.13679399606422651,0.6684189020690524,0.05450749510575589,0.08228650095847062,1.0,0.1,128,,800,31,10
2461,0.13679399606422651,0.6684189020690524,0.05450749510575589,0.08228650095847062,1.0,0.1,128,,200,31,10
533,0.13682860675862793,0.6682510920159512,0.0963421311376558,0.04048647562097213,0.0,0.05,128,,800,15,20
524,0.13682860675862793,0.6682510920159512,0.0963421311376558,0.04048647562097213,0.0,0.05,128,,400,15,20
2011,0.13687690596743843,0.6680168422025526,0.06872643044335183,0.0681504755240866,1.0,0.03,128,7.0,400,31,10
212,0.13689255020073024,0.6679409503823335,0.07734792417304796,0.059544626027682276,0.0,0.01,255,,800,31,20
1074,0.13709919482207752,0.6669376816521655,0.10530833115545028,0.03179086366662724,0.1,0.01,255,,800,15,50
2315,0.137167483431216,0.6666058047662662,0.08820603211163032,0.04896145131958567,1.0,0.05,255,5.0,800,15,20
2306,0.137167483431216,0.6666058047662662,0.08820603211163032,0.04896145131958567,1.0,0.05,255,5.0,400,15,20
1599,0.1372411702979911,0.6662475074247565,0.06881850767756928,0.06842266262042182,0.1,0.1,128,,200,31,50
1617,0.1372411702979911,0.6662475074247565,0.06881850767756928,0.06842266262042182,0.1,0.1,128,,800,31,50
1608,0.1372411702979911,0.6662475074247565,0.06881850767756928,0.06842266262042182,0.1,0.1,128,,400,31,50
104,0.13739623575672108,0.6654928837101413,0.07754268651652675,0.05985354924019433,0.0,0.01,128,,800,31,20
508,0.13744605832952766,0.6652502420282318,0.07402056705768048,0.06342549127184718,0.0,0.05,128,7.0,800,31,10
