i,val_rmse,val_r2,train_rmse,train_r2,gap_rmse,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
1987,0.14707581947070072,0.6167005059315149,0.08968056361244375,0.8563045413009761,0.05739525585825697,1.0,0.03,128,5.0,400,63,10
1996,0.14709943545462512,0.6165774031473492,0.08837825383078537,0.860447629439062,0.05872118162383974,1.0,0.03,128,5.0,800,63,10
462,0.14711998923061534,0.6164702466144869,0.11372788553435109,0.7689104459819858,0.03339210369626425,0.0,0.05,128,5.0,200,15,50
1340,0.14718684928761808,0.6161215700258349,0.09153019671696037,0.8503160702090158,0.0556566525706577,0.1,0.05,128,5.0,400,63,20
1349,0.14718684928761808,0.6161215700258349,0.09153019671696037,0.8503160702090158,0.0556566525706577,0.1,0.05,128,5.0,800,63,20
2211,0.14723150779515037,0.6158885867312474,0.10415930336285927,0.806160394054567,0.04307220443229111,1.0,0.05,128,5.0,800,31,50
2193,0.14723150779515037,0.6158885867312474,0.10415930336285927,0.806160394054567,0.04307220443229111,1.0,0.05,128,5.0,200,31,50
2202,0.14723150779515037,0.6158885867312474,0.10415930336285927,0.806160394054567,0.04307220443229111,1.0,0.05,128,5.0,400,31,50
790,0.14723192435186905,0.6158864132234343,0.08683115852033935,0.8652907010176086,0.0604007658315297,0.0,0.1,255,5.0,200,63,10
808,0.14723192435186905,0.6158864132234343,0.08683115852033935,0.8652907010176086,0.0604007658315297,0.0,0.1,255,5.0,800,63,10
799,0.14723192435186905,0.6158864132234343,0.08683115852033935,0.8652907010176086,0.0604007658315297,0.0,0.1,255,5.0,400,63,10
2579,0.14734313033007976,0.6153059432038862,0.07406843196400059,0.9019804540418919,0.07327469836607917,1.0,0.1,255,,400,31,20
2570,0.14734313033007976,0.6153059432038862,0.07406843196400059,0.9019804540418919,0.07327469836607917,1.0,0.1,255,,200,31,20
2588,0.14734313033007976,0.6153059432038862,0.07406843196400059,0.9019804540418919,0.07327469836607917,1.0,0.1,255,,800,31,20
2038,0.14736097189987377,0.6152127734524795,0.07254288838858271,0.9059765739136455,0.07481808351129106,1.0,0.03,128,,400,31,10
2047,0.1473610712998785,0.6152122543480716,0.07206912908426485,0.907200650306537,0.07529194221561364,1.0,0.03,128,,800,31,10
2027,0.147417359391158,0.6149182404115523,0.1217523438796999,0.7351493480032747,0.025665015511458097,1.0,0.03,128,,200,15,20
1659,0.1474273411533605,0.614866090180372,0.10740976327469992,0.7938734644687255,0.04001757787866059,0.1,0.1,255,5.0,400,15,50
1650,0.1474273411533605,0.614866090180372,0.10740976327469992,0.7938734644687255,0.04001757787866059,0.1,0.1,255,5.0,200,15,50
1668,0.1474273411533605,0.614866090180372,0.10740976327469992,0.7938734644687255,0.04001757787866059,0.1,0.1,255,5.0,800,15,50
1162,0.14748999689007597,0.6145386614090447,0.12103299161093951,0.7382697493312471,0.026457005279136456,0.1,0.03,128,,200,15,10
2134,0.14763246129053167,0.6137936476272813,0.11992038625149917,0.7430595843148691,0.027712075039032502,1.0,0.03,255,,200,15,10
1126,0.14770486533190086,0.6134147369533778,0.10903804960364191,0.7875765127495522,0.038666815728258946,0.1,0.03,128,5.0,800,15,10
1117,0.14770486533190086,0.6134147369533778,0.10903804960364191,0.7875765127495522,0.038666815728258946,0.1,0.03,128,5.0,400,15,10
2217,0.14774140616463413,0.6132234379769734,0.11054071112223525,0.7816813217629504,0.03720069504239888,1.0,0.05,128,7.0,200,15,50
734,0.14780887545622673,0.6128700976390555,0.06601815301156021,0.9221294710178699,0.08179072244466652,0.0,0.1,128,,200,31,20
743,0.14780887545622673,0.6128700976390555,0.06601815301156021,0.9221294710178699,0.08179072244466652,0.0,0.1,128,,400,31,20
752,0.14780887545622673,0.6128700976390555,0.06601815301156021,0.9221294710178699,0.08179072244466652,0.0,0.1,128,,800,31,20
1679,0.14785228966732528,0.6126426497607487,0.08229822737027571,0.8789883041715839,0.06555406229704956,0.1,0.1,255,7.0,200,31,20
1697,0.14785228966732528,0.6126426497607487,0.08229822737027571,0.8789883041715839,0.06555406229704956,0.1,0.1,255,7.0,800,31,20
1688,0.14785228966732528,0.6126426497607487,0.08229822737027571,0.8789883041715839,0.06555406229704956,0.1,0.1,255,7.0,400,31,20
1482,0.14800691139101224,0.6118320410192015,0.08661144580267467,0.8659715603068626,0.06139546558833757,0.1,0.05,255,7.0,800,31,50
1473,0.14800691139101224,0.6118320410192015,0.08661144580267467,0.8659715603068626,0.06139546558833757,0.1,0.05,255,7.0,400,31,50
1464,0.14802649215237287,0.611729327884142,0.08740766316532829,0.8634959916843078,0.060618828987044585,0.1,0.05,255,7.0,200,31,50
1135,0.14803208171993873,0.611700004671799,0.12144723809595641,0.736475091940207,0.02658484362398232,0.1,0.03,128,7.0,200,15,10
187,0.14821720325537396,0.6107282202185564,0.06582003379289862,0.9225961456707248,0.08239716946247534,0.0,0.01,255,7.0,800,63,10
1227,0.14824179896381595,0.6105990151141996,0.11005694255051457,0.7835880329941538,0.03818485641330138,0.1,0.03,255,5.0,400,15,50
1361,0.1482886972461881,0.610352591686735,0.1092573608878235,0.7867211467798756,0.0390313363583646,0.1,0.05,128,7.0,400,15,20
1370,0.1482886972461881,0.610352591686735,0.1092573608878235,0.7867211467798756,0.0390313363583646,0.1,0.05,128,7.0,800,15,20
806,0.14828880147752632,0.610352043924352,0.07328973488559469,0.904030620578509,0.07499906659193163,0.0,0.1,255,5.0,800,31,20
797,0.14828880147752632,0.610352043924352,0.07328973488559469,0.904030620578509,0.07499906659193163,0.0,0.1,255,5.0,400,31,20
1352,0.14830818765169335,0.6102501579177525,0.11105454934608366,0.7796469362231868,0.03725363830560968,0.1,0.05,128,7.0,200,15,20
2117,0.14832658482242003,0.6101534574020842,0.10767351268959025,0.7928599159749293,0.04065307213282979,1.0,0.03,255,7.0,400,15,20
2126,0.14832658482242003,0.6101534574020842,0.10767351268959025,0.7928599159749293,0.04065307213282979,1.0,0.03,255,7.0,800,15,20
1436,0.14841068285040376,0.6097112626359854,0.09979493874234788,0.8220641665460288,0.048615744108055886,0.1,0.05,255,5.0,200,31,20
788,0.1484858931915495,0.6093155877917769,0.07999671632403495,0.885661969722572,0.06848917686751456,0.0,0.1,255,5.0,200,31,20
1774,0.1485449875132148,0.609004557242693,0.1179449553552309,0.7514549456801246,0.03060003215798389,1.0,0.01,128,5.0,800,15,10
609,0.14857746287011478,0.6088335773292122,0.08075561011953183,0.8834823303008931,0.06782185275058294,0.0,0.05,255,7.0,400,31,50
618,0.14857746287011478,0.6088335773292122,0.08075561011953183,0.8834823303008931,0.06782185275058294,0.0,0.05,255,7.0,800,31,50
941,0.1486213184341524,0.6086026223033361,0.0883095268544169,0.8606645896719911,0.06031179157973551,0.1,0.01,128,7.0,800,31,20
75,0.14862592623779644,0.6085783524308913,0.11709747335254736,0.7550139059132241,0.03152845288524908,0.0,0.01,128,7.0,800,15,50
1915,0.14869169195392404,0.608231874249751,0.06643727503831122,0.9211375967326858,0.08225441691561282,1.0,0.01,255,7.0,800,63,10
600,0.1487928596904012,0.6076985858421284,0.08829381392390767,0.8607141692116093,0.06049904576649354,0.0,0.05,255,7.0,200,31,50
608,0.14888076801796324,0.6072348976141405,0.07824554068572825,0.8906130339539702,0.07063522733223498,0.0,0.05,255,7.0,400,31,20
617,0.14888076801796324,0.6072348976141405,0.07824554068572825,0.8906130339539702,0.07063522733223498,0.0,0.05,255,7.0,800,31,20
1458,0.1489715572951814,0.6067557258199983,0.10941482753127288,0.7861059295263935,0.03955672976390853,0.1,0.05,255,5.0,800,63,50
1440,0.1489715572951814,0.6067557258199983,0.10941482753127288,0.7861059295263935,0.03955672976390853,0.1,0.05,255,5.0,200,63,50
1446,0.1489715572951814,0.6067557258199983,0.10941482753127288,0.7861059295263935,0.03955672976390853,0.1,0.05,255,5.0,400,31,50
1437,0.1489715572951814,0.6067557258199983,0.10941482753127288,0.7861059295263935,0.03955672976390853,0.1,0.05,255,5.0,200,31,50
1455,0.1489715572951814,0.6067557258199983,0.10941482753127288,0.7861059295263935,0.03955672976390853,0.1,0.05,255,5.0,800,31,50
1449,0.1489715572951814,0.6067557258199983,0.10941482753127288,0.7861059295263935,0.03955672976390853,0.1,0.05,255,5.0,400,63,50
537,0.14913295653461642,0.6059031642976782,0.08727423185144575,0.8639124313050045,0.06185872468317066,0.0,0.05,128,,800,31,50
519,0.14913295653461642,0.6059031642976782,0.08727423185144575,0.8639124313050045,0.06185872468317066,0.0,0.05,128,,200,31,50
528,0.14913295653461642,0.6059031642976782,0.08727423185144575,0.8639124313050045,0.06185872468317066,0.0,0.05,128,,400,31,50
290,0.1492009030701898,0.605543973206095,0.11327400990377869,0.7707512719572358,0.03592689316641111,0.0,0.03,128,7.0,800,15,20
281,0.1492009030701898,0.605543973206095,0.11327400990377869,0.7707512719572358,0.03592689316641111,0.0,0.03,128,7.0,400,15,20
1275,0.1492207184061211,0.605439191029054,0.09878366811394446,0.8256521153563532,0.050437050292176655,0.1,0.03,255,,200,31,50
2000,0.1492217482718946,0.6054337447870135,0.1226485822629001,0.7312357810160991,0.02657316600899451,1.0,0.03,128,7.0,200,15,20
1649,0.1492624562874285,0.6052184383681058,0.0942992292658606,0.8411223997816919,0.05496322702156792,0.1,0.1,255,5.0,200,15,20
1667,0.1492624562874285,0.6052184383681058,0.0942992292658606,0.8411223997816919,0.05496322702156792,0.1,0.1,255,5.0,800,15,20
1658,0.1492624562874285,0.6052184383681058,0.0942992292658606,0.8411223997816919,0.05496322702156792,0.1,0.1,255,5.0,400,15,20
77,0.14927000153245426,0.6051785247960559,0.08966218208876937,0.8563634408144526,0.05960781944368489,0.0,0.01,128,7.0,800,31,20
2099,0.14934416821284444,0.6047860832796657,0.10618694425849175,0.7985400918289774,0.04315722395435269,1.0,0.03,255,5.0,800,15,20
1253,0.14938530899621022,0.6045683091293007,0.11022789366150645,0.7829152067622733,0.039157415334703766,0.1,0.03,255,7.0,400,15,20
1262,0.14938530899621022,0.6045683091293007,0.11022789366150645,0.7829152067622733,0.039157415334703766,0.1,0.03,255,7.0,800,15,20
2090,0.14944646388134192,0.604244481710271,0.10856237364764248,0.7894258551225131,0.04088409023369943,1.0,0.03,255,5.0,400,15,20
591,0.14959210920910967,0.6034727266935073,0.10306347849250293,0.8102175811682384,0.04652863071660675,0.0,0.05,255,5.0,800,31,50
585,0.14959210920910967,0.6034727266935073,0.10306347849250293,0.8102175811682384,0.04652863071660675,0.0,0.05,255,5.0,400,63,50
594,0.14959210920910967,0.6034727266935073,0.10306347849250293,0.8102175811682384,0.04652863071660675,0.0,0.05,255,5.0,800,63,50
582,0.14959210920910967,0.6034727266935073,0.10306347849250293,0.8102175811682384,0.04652863071660675,0.0,0.05,255,5.0,400,31,50
260,0.14966738060809937,0.6030735790116,0.10355461530659182,0.8084045000949255,0.04611276530150754,0.0,0.03,128,5.0,400,63,20
269,0.14966738060809937,0.6030735790116,0.10355461530659182,0.8084045000949255,0.04611276530150754,0.0,0.03,128,5.0,800,63,20
1456,0.14980423021156156,0.6023473812695138,0.0987258297552228,0.8258562187991708,0.051078400456338754,0.1,0.05,255,5.0,800,63,10
1438,0.14980423021156156,0.6023473812695138,0.0987258297552228,0.8258562187991708,0.051078400456338754,0.1,0.05,255,5.0,200,63,10
1447,0.14980423021156156,0.6023473812695138,0.0987258297552228,0.8258562187991708,0.051078400456338754,0.1,0.05,255,5.0,400,63,10
493,0.14982017843853465,0.6022627082026805,0.06109856614640651,0.9333026741317837,0.08872161229212813,0.0,0.05,128,7.0,200,63,10
46,0.14996859091431072,0.601474317559041,0.11897080057419732,0.7471126222499991,0.030997790340113407,0.0,0.01,128,5.0,800,15,10
2131,0.15001580611496917,0.6012233392444373,0.06367003316385694,0.9275703248748913,0.08634577295111223,1.0,0.03,255,7.0,800,63,10
2122,0.15001580611496917,0.6012233392444373,0.06367003316385694,0.9275703248748913,0.08634577295111223,1.0,0.03,255,7.0,400,63,10
1272,0.150041116751159,0.601088764859087,0.12361736455718057,0.7269731578527873,0.026423752193978425,0.1,0.03,255,,200,15,50
1578,0.15010090210517468,0.6007708013384998,0.1101577566725293,0.7831913769632477,0.03994314543264538,0.1,0.1,128,7.0,400,15,50
1587,0.15010090210517468,0.6007708013384998,0.1101577566725293,0.7831913769632477,0.03994314543264538,0.1,0.1,128,7.0,800,15,50
1569,0.15010090210517468,0.6007708013384998,0.1101577566725293,0.7831913769632477,0.03994314543264538,0.1,0.1,128,7.0,200,15,50
1178,0.15010382052853852,0.6007552766996561,0.05262084321752736,0.9505277125493652,0.09748297731101116,0.1,0.03,128,,400,63,20
1187,0.15010382052853852,0.6007552766996561,0.05262084321752736,0.9505277125493652,0.09748297731101116,0.1,0.03,128,,800,63,20
2096,0.15015050472935734,0.6005068976888359,0.0985195948962426,0.8265830195999598,0.051630909833114746,1.0,0.03,255,5.0,400,63,20
2105,0.15015050472935734,0.6005068976888359,0.0985195948962426,0.8265830195999598,0.051630909833114746,1.0,0.03,255,5.0,800,63,20
495,0.1502536993937975,0.5999575858719031,0.07891245584510755,0.8887403975658666,0.07134124354868997,0.0,0.05,128,7.0,200,63,50
1242,0.15038034875197345,0.599282907403466,0.10925301268735246,0.7867381224920597,0.04112733606462099,0.1,0.03,255,5.0,800,63,50
1233,0.15038034875197345,0.599282907403466,0.10925301268735246,0.7867381224920597,0.04112733606462099,0.1,0.03,255,5.0,400,63,50
1913,0.15047039384172378,0.5988028791327538,0.09187130555360862,0.849198326474714,0.058599088288115164,1.0,0.01,255,7.0,800,31,20
1239,0.15053550539423238,0.5984555919540129,0.1110305073323329,0.7797423336287327,0.039504998061899485,0.1,0.03,255,5.0,800,31,50
1230,0.15053550539423238,0.5984555919540129,0.1110305073323329,0.7797423336287327,0.039504998061899485,0.1,0.03,255,5.0,400,31,50
2109,0.15057275577603818,0.5982568410595949,0.1246929030260002,0.7222015250947413,0.025879852750037985,1.0,0.03,255,7.0,200,15,50
942,0.15061132974823854,0.5980509762686346,0.09599079744973758,0.8353712865252825,0.05462053229850096,0.1,0.01,128,7.0,800,31,50
2102,0.15071633294327508,0.5974903193198078,0.0942812067352923,0.841183123560744,0.05643512620798277,1.0,0.03,255,5.0,800,31,20
2013,0.15072858814022064,0.597424858120418,0.08502237193109666,0.8708445257850701,0.06570621620912398,1.0,0.03,128,7.0,400,31,50
2022,0.15072858814022064,0.597424858120418,0.08502237193109666,0.8708445257850701,0.06570621620912398,1.0,0.03,128,7.0,800,31,50
2267,0.15074262717579087,0.5973498619964268,0.05218025399643259,0.9513526976071397,0.09856237317935829,1.0,0.05,128,,800,63,20
2258,0.15074262717579087,0.5973498619964268,0.05218025399643259,0.9513526976071397,0.09856237317935829,1.0,0.05,128,,400,63,20
2001,0.15075187528357953,0.5973004550546238,0.12486596598032429,0.7214298695040406,0.02588590930325524,1.0,0.03,128,7.0,200,15,50
2093,0.15076448181187416,0.597233101259342,0.09721415235617378,0.831148325222238,0.053550329455700374,1.0,0.03,255,5.0,400,31,20
2364,0.15083063301468305,0.5968795782054439,0.08688762411934088,0.8651154433199953,0.06394300889534217,1.0,0.05,255,,400,31,50
2355,0.15083063301468305,0.5968795782054439,0.08688762411934088,0.8651154433199953,0.06394300889534217,1.0,0.05,255,,200,31,50
2373,0.15083063301468305,0.5968795782054439,0.08688762411934088,0.8651154433199953,0.06394300889534217,1.0,0.05,255,,800,31,50
379,0.1508707535880271,0.5966650916230984,0.12357398391176945,0.727164749098349,0.027296769676257646,0.0,0.03,255,7.0,200,15,10
1186,0.15092311634926975,0.5963850718840638,0.049288846003104785,0.9565946077347095,0.10163427034616496,0.1,0.03,128,,800,63,10
1137,0.1510499336403263,0.5957064898616313,0.12509640528512508,0.7204007221130868,0.025953528355201205,0.1,0.03,128,7.0,200,15,50
2411,0.15105960668049573,0.595654707348536,0.09717576775668443,0.8312816396460043,0.053883838923811295,1.0,0.1,128,5.0,200,63,20
2429,0.15105960668049573,0.595654707348536,0.09717576775668443,0.8312816396460043,0.053883838923811295,1.0,0.1,128,5.0,800,63,20
2420,0.15105960668049573,0.595654707348536,0.09717576775668443,0.8312816396460043,0.053883838923811295,1.0,0.1,128,5.0,400,63,20
2107,0.15108030508231163,0.5955438918246463,0.12379273640393089,0.7261979401406117,0.02728756867838074,1.0,0.03,255,7.0,200,15,10
405,0.15116892873841975,0.5950692450178031,0.06666935862206473,0.9205856584637155,0.08449957011635502,0.0,0.03,255,7.0,800,63,50
1566,0.1511762746058056,0.5950298898417878,0.11095149810325117,0.7800556924897117,0.04022477650255443,0.1,0.1,128,5.0,800,63,50
1557,0.1511762746058056,0.5950298898417878,0.11095149810325117,0.7800556924897117,0.04022477650255443,0.1,0.1,128,5.0,400,63,50
1554,0.1511762746058056,0.5950298898417878,0.11095149810325117,0.7800556924897117,0.04022477650255443,0.1,0.1,128,5.0,400,31,50
1548,0.1511762746058056,0.5950298898417878,0.11095149810325117,0.7800556924897117,0.04022477650255443,0.1,0.1,128,5.0,200,63,50
1545,0.1511762746058056,0.5950298898417878,0.11095149810325117,0.7800556924897117,0.04022477650255443,0.1,0.1,128,5.0,200,31,50
1563,0.1511762746058056,0.5950298898417878,0.11095149810325117,0.7800556924897117,0.04022477650255443,0.1,0.1,128,5.0,800,31,50
1684,0.15117777699735294,0.5950218406066115,0.10379357685797642,0.8075192322958605,0.04738420013937651,0.1,0.1,255,7.0,400,15,10
1693,0.15117777699735294,0.5950218406066115,0.10379357685797642,0.8075192322958605,0.04738420013937651,0.1,0.1,255,7.0,800,15,10
1675,0.15117777699735294,0.5950218406066115,0.10379357685797642,0.8075192322958605,0.04738420013937651,0.1,0.1,255,7.0,200,15,10
1149,0.1512171754280935,0.5948107304373436,0.09386423274033094,0.8425848041248964,0.057352942687762545,0.1,0.03,128,7.0,400,31,50
1158,0.1512171754280935,0.5948107304373436,0.09386423274033094,0.8425848041248964,0.057352942687762545,0.1,0.03,128,7.0,800,31,50
431,0.1512534642618735,0.5946162338755261,0.05306695801954496,0.9496853134746103,0.09818650624232854,0.0,0.03,255,,800,63,20
302,0.15129068440638957,0.5944166973042502,0.09774914293110935,0.829284756671267,0.053541541475280216,0.0,0.03,128,,200,31,20
422,0.15129592254745478,0.5943886117768444,0.05345679947234275,0.9489433528141407,0.09783912307511203,0.0,0.03,255,,400,63,20
1656,0.15131813431544375,0.5942695073458902,0.10504804460219147,0.8028384015213254,0.04627008971325228,0.1,0.1,255,5.0,200,63,50
1662,0.15131813431544375,0.5942695073458902,0.10504804460219147,0.8028384015213254,0.04627008971325228,0.1,0.1,255,5.0,400,31,50
1653,0.15131813431544375,0.5942695073458902,0.10504804460219147,0.8028384015213254,0.04627008971325228,0.1,0.1,255,5.0,200,31,50
1674,0.15131813431544375,0.5942695073458902,0.10504804460219147,0.8028384015213254,0.04627008971325228,0.1,0.1,255,5.0,800,63,50
1671,0.15131813431544375,0.5942695073458902,0.10504804460219147,0.8028384015213254,0.04627008971325228,0.1,0.1,255,5.0,800,31,50
1665,0.15131813431544375,0.5942695073458902,0.10504804460219147,0.8028384015213254,0.04627008971325228,0.1,0.1,255,5.0,400,63,50
303,0.15135544031148052,0.5940694249690156,0.10101787402568849,0.8176764225608367,0.05033756628579203,0.0,0.03,128,,200,31,50
910,0.15136971648949865,0.5939928448283183,0.12019022576130041,0.7419019716247306,0.031179490728198242,0.1,0.01,128,5.0,800,15,10
1890,0.151425794137866,0.5936919637220377,0.11243782374292827,0.7741233971483187,0.03898797039493773,1.0,0.01,255,5.0,800,63,50
1941,0.15142643437799783,0.5936885279102975,0.09090648626318086,0.8523490898559343,0.060519948114816965,1.0,0.01,255,,800,31,50
1612,0.15149229668832714,0.5933350040082828,0.10722608256979496,0.7945778528385329,0.04426621411853218,0.1,0.1,128,,800,15,10
1603,0.15149229668832714,0.5933350040082828,0.10722608256979496,0.7945778528385329,0.04426621411853218,0.1,0.1,128,,400,15,10
1594,0.15149229668832714,0.5933350040082828,0.10722608256979496,0.7945778528385329,0.04426621411853218,0.1,0.1,128,,200,15,10
1125,0.15150460743883237,0.5932689075158486,0.10817420215684069,0.7909290048011064,0.04333040528199168,0.1,0.03,128,5.0,400,63,50
1122,0.15150460743883237,0.5932689075158486,0.10817420215684069,0.7909290048011064,0.04333040528199168,0.1,0.03,128,5.0,400,31,50
1134,0.15150460743883237,0.5932689075158486,0.10817420215684069,0.7909290048011064,0.04333040528199168,0.1,0.03,128,5.0,800,63,50
1131,0.15150460743883237,0.5932689075158486,0.10817420215684069,0.7909290048011064,0.04333040528199168,0.1,0.03,128,5.0,800,31,50
2209,0.15152812073504485,0.5931426495630949,0.09152033900926108,0.8503483100822595,0.06000778172578376,1.0,0.05,128,5.0,800,31,10
2200,0.15152812073504485,0.5931426495630949,0.09152033900926108,0.8503483100822595,0.06000778172578376,1.0,0.05,128,5.0,400,31,10
2196,0.1515385710805377,0.5930865286731457,0.1068930736356517,0.7958518187092223,0.044645497444885995,1.0,0.05,128,5.0,200,63,50
1831,0.15157023411038992,0.5929164668951419,0.0895298356439659,0.85678715921499,0.06204039846642402,1.0,0.01,128,,800,31,10
599,0.15162628868507522,0.5926153112764173,0.08532314296348197,0.8699291211757121,0.06630314572159325,0.0,0.05,255,7.0,200,31,20
286,0.1516346453817279,0.5925704050255485,0.06558716400600917,0.9231428829472312,0.08604748137571874,0.0,0.03,128,7.0,400,63,10
295,0.1516346453817279,0.5925704050255485,0.06558716400600917,0.9231428829472312,0.08604748137571874,0.0,0.03,128,7.0,800,63,10
2249,0.15164675011984166,0.5925053535937425,0.05682883908319499,0.942298918464119,0.09481791103664666,1.0,0.05,128,,200,63,20
2214,0.15164920264950763,0.5924921729513659,0.10627190841760563,0.7982175715843618,0.045377294231901996,1.0,0.05,128,5.0,800,63,50
2205,0.15164920264950763,0.5924921729513659,0.10627190841760563,0.7982175715843618,0.045377294231901996,1.0,0.05,128,5.0,400,63,50
744,0.1516525309002519,0.59247428557592,0.07421162090694262,0.9016011053417146,0.07744090999330928,0.0,0.1,128,,400,31,50
735,0.1516525309002519,0.59247428557592,0.07421162090694262,0.9016011053417146,0.07744090999330928,0.0,0.1,128,,200,31,50
753,0.1516525309002519,0.59247428557592,0.07421162090694262,0.9016011053417146,0.07744090999330928,0.0,0.1,128,,800,31,50
256,0.15167120535350892,0.5923739141752415,0.10017784625068131,0.8206960875902869,0.05149335910282761,0.0,0.03,128,5.0,400,31,10
265,0.15167120535350892,0.5923739141752415,0.10017784625068131,0.8206960875902869,0.05149335910282761,0.0,0.03,128,5.0,800,31,10
1586,0.15178051379055993,0.5917861555931677,0.11178556440615457,0.7767364464288653,0.03999494938440536,0.1,0.1,128,7.0,800,15,20
1577,0.15178051379055993,0.5917861555931677,0.11178556440615457,0.7767364464288653,0.03999494938440536,0.1,0.1,128,7.0,400,15,20
1568,0.15178051379055993,0.5917861555931677,0.11178556440615457,0.7767364464288653,0.03999494938440536,0.1,0.1,128,7.0,200,15,20
2041,0.15183426831095848,0.5914969587180252,0.05262200496316255,0.950525528059534,0.09921226334779593,1.0,0.03,128,,400,63,10
1544,0.1518357625436755,0.5914889183511223,0.07905337964439638,0.8883426624859452,0.07278238289927913,0.1,0.1,128,5.0,200,31,20
2050,0.15183930115955388,0.5914698769787785,0.05254983371374024,0.9506611437924815,0.09928946744581364,1.0,0.03,128,,800,63,10
841,0.15185841974555403,0.591366991757956,0.07987424063111499,0.886011806823066,0.07198417911443904,0.0,0.1,255,,200,31,10
850,0.15185841974555403,0.591366991757956,0.07987424063111499,0.886011806823066,0.07198417911443904,0.0,0.1,255,,400,31,10
859,0.15185841974555403,0.591366991757956,0.07987424063111499,0.886011806823066,0.07198417911443904,0.0,0.1,255,,800,31,10
81,0.15191616388490556,0.5910561674042014,0.08455696420701071,0.872254635493231,0.06735919967789485,0.0,0.01,128,7.0,800,63,50
2206,0.1520026367017106,0.5905904817439223,0.11276742733844602,0.7727971732841793,0.03923520936326458,1.0,0.05,128,5.0,800,15,10
2197,0.1520026367017106,0.5905904817439223,0.11276742733844602,0.7727971732841793,0.03923520936326458,1.0,0.05,128,5.0,400,15,10
2188,0.1520564286074048,0.5903006602579628,0.11498391146643437,0.7637778916281104,0.037072517140970415,1.0,0.05,128,5.0,200,15,10
1050,0.1521396642228218,0.5898519990525792,0.09721297200679012,0.8311524255050771,0.05492669221603168,0.1,0.01,255,7.0,800,31,50
2138,0.15217304661566405,0.5896719904548783,0.09922289663974602,0.8240982388087987,0.05295014997591803,1.0,0.03,255,,200,31,20
298,0.1522124732422235,0.5894593385388591,0.12466616626716441,0.7223206438954145,0.027546306975059096,0.0,0.03,128,,200,15,10
1232,0.15223061169808058,0.5893614882484897,0.10404439438476915,0.8065878474644508,0.048186217313311436,0.1,0.03,255,5.0,400,63,20
1241,0.15223061169808058,0.5893614882484897,0.10404439438476915,0.8065878474644508,0.048186217313311436,0.1,0.03,255,5.0,800,63,20
274,0.1522909292277249,0.5890360135320063,0.10064208864435857,0.819030382918332,0.05164884058336634,0.0,0.03,128,7.0,200,31,10
1159,0.15229759882150493,0.5890000163405492,0.0698004753988043,0.9129511283302434,0.08249712342270063,0.1,0.03,128,7.0,800,63,10
1150,0.15229759882150493,0.5890000163405492,0.0698004753988043,0.9129511283302434,0.08249712342270063,0.1,0.03,128,7.0,400,63,10
1986,0.1523705347499102,0.5886062630103961,0.10423948689259696,0.8058618374046194,0.04813104785731323,1.0,0.03,128,5.0,400,31,50
1989,0.1523705347499102,0.5886062630103961,0.10423948689259696,0.8058618374046194,0.04813104785731323,1.0,0.03,128,5.0,400,63,50
1347,0.15237494822939968,0.5885824302645277,0.11035876187969355,0.7823994323289373,0.04201618634970612,0.1,0.05,128,5.0,800,31,50
1338,0.15237494822939968,0.5885824302645277,0.11035876187969355,0.7823994323289373,0.04201618634970612,0.1,0.05,128,5.0,400,31,50
1329,0.15237494822939968,0.5885824302645277,0.11035876187969355,0.7823994323289373,0.04201618634970612,0.1,0.05,128,5.0,200,31,50
1995,0.15242842766410622,0.588293586981169,0.1032741099426736,0.8094410695584617,0.049154317721432625,1.0,0.03,128,5.0,800,31,50
1998,0.15242842766410622,0.588293586981169,0.1032741099426736,0.8094410695584617,0.049154317721432625,1.0,0.03,128,5.0,800,63,50
408,0.1524526059205068,0.5881629665601729,0.1256507862998653,0.7179170697263187,0.026801819620641487,0.0,0.03,255,,200,15,50
616,0.15245653656380867,0.5881417297261351,0.0717239264530207,0.9080875171014628,0.08073261011078797,0.0,0.05,255,7.0,800,31,10
607,0.15245653656380867,0.5881417297261351,0.0717239264530207,0.9080875171014628,0.08073261011078797,0.0,0.05,255,7.0,400,31,10
1401,0.1524758199392662,0.5880375358344107,0.0865211230782373,0.8662509575953062,0.06595469686102891,0.1,0.05,128,,800,31,50
1383,0.1524758199392662,0.5880375358344107,0.0865211230782373,0.8662509575953062,0.06595469686102891,0.1,0.05,128,,200,31,50
1392,0.1524758199392662,0.5880375358344107,0.0865211230782373,0.8662509575953062,0.06595469686102891,0.1,0.05,128,,400,31,50
2216,0.15252726978563638,0.5877594723161683,0.11291046697930876,0.7722204176879954,0.03961680280632762,1.0,0.05,128,7.0,200,15,20
322,0.15265844065118905,0.5870501277085205,0.0511998710110294,0.9531635339560482,0.10145856964015965,0.0,0.03,128,,800,63,10
576,0.1527237154696659,0.5866969079232779,0.10884194858340755,0.7883398977128038,0.04388176688625835,0.0,0.05,255,5.0,200,63,50
573,0.1527237154696659,0.5866969079232779,0.10884194858340755,0.7883398977128038,0.04388176688625835,0.0,0.05,255,5.0,200,31,50
1021,0.15273288190946568,0.586647293734756,0.10652022764073764,0.7972734839699649,0.046212654268728046,0.1,0.01,255,5.0,800,31,10
