model,id,target,test_rmse,test_r2,test_mae,hyperparameters
HistGradientBoostingRegressor,91,target01,0.12187371099018854,0.7353214596685262,0.10127372250738446,"{'learning_rate': 0.05, 'max_depth': 5, 'max_iter': 500, 'max_leaf_nodes': 31, 'min_samples_leaf': 30, 'l2_regularization': 0.5, 'max_bins': 128, 'early_stopping': True, 'validation_fraction': 0.15, 'n_iter_no_change': 15, 'random_state': 42}"
